AuthorName,EssayName,ParagraphNumber,CharacterName         ,Dialogue                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,compound,VADER_Sentiment,BERT_Sentiment,BERT_Emotion,Dominant_Topic,Topic_Perc_Contrib ,Keywords
Aeschylus ,Agamemnon,44             ,（ANOTHER ELDER）       ,"Whoever makes this prayer with other intent toward the state, let him reap himself the fruit of his misguided purpose!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0.0     ,positive       ,negative      ,anger       ,Topic 1       ,0.9302999973297119 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
Aeschylus ,Agamemnon,46             ,Herald                ,"All hail, soil of  Argos , land of my fathers!  On this happy day in the tenth year I have come to you. Many hopes have shattered, one only have I seen fulfilled; for I never dared to dream that here in this land of  Argos  I should die and have due portion of burial most dear to me.  Now blessings on the land, blessings on the light of the sun, and blessed be Zeus, the land's Most High, and the Pythian lord; and may he launch no more his shafts against us.  Enough of your hostility did you display by Scamander's banks; but now, in other mood, be our preserver and our healer, O lord Apollo. And the gods gathered here, I greet them all; him, too, my own patron, Hermes, beloved herald, of heralds all revered; and the heroes who sped us forth, I pray that they may receive back in kindliness the remnant of the host which has escaped the spear. Hail, halls of our kings, beloved roofs, and you august seats, and you divinities that face the sun , if ever you did in days gone by, now after long lapse of years, with gladness in your eyes receive your king.  For bearing light in darkness to you and to all assembled here alike, he has returned—Agamemnon, our king.  Oh greet him well, as is right, since he has uprooted  Troy  with the mattock of Zeus the Avenger, with which her soil has been uptorn.  Demolished are the altars and the shrines of her gods; and the seed of her whole land has been wasted utterly.  Upon the neck of  Troy  he has cast such a yoke. Now he has come home, our king, Atreus' elder son, a man of happy fate, worthy of honor beyond all living men.  For neither Paris nor his partner city can boast that the deed was greater than the suffering.  Convicted for robbery and for theft as well, he has lost the plunder and has razed in utter destruction his father's house and even the land.  The sons of Priam have paid a twofold penalty for their sins."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0.9869  ,positive       ,positive      ,joy         ,Topic 6       ,0.8489000201225281 ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,47             ,Chorus                ,"Joy to you, Herald from the Achaean host!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0.6239  ,positive       ,positive      ,joy         ,Topic 6       ,0.83160001039505   ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,48             ,Herald                ,"I do rejoice.  I will no longer refuse to die, if that pleases the gods."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,-0.4019 ,negative       ,positive      ,joy         ,Topic 6       ,0.8804000020027161 ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,49             ,Chorus                ,Was it yearning for this your fatherland that wore you out?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0.128   ,positive       ,negative      ,neutral     ,Topic 3       ,0.5414999723434448 ,"[['shall', 23.19], ['yet', 11.63], ['thy', 10.99], ['must', 10.91], ['thou', 7.42], ['men', 7.32], ['thee', 7.29], ['greek', 7.18], ['come', 7.04], ['pain', 7.03]]"
Aeschylus ,Agamemnon,50             ,Herald                ,"Yes, so that my eyes are filled with tears for joy."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.6808  ,positive       ,positive      ,joy         ,Topic 2       ,0.46470001339912415,"[['one', 15.19], ['ship', 12.26], ['child', 11.74], ['came', 9.95], ['odysseus', 9.18], ['head', 9.08], ['son', 9.08], ['sea', 8.28], ['horse', 7.64], ['ajax', 7.62]]"
Aeschylus ,Agamemnon,51             ,Chorus                ,It was then a pleasing malady from which you suffered.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0.0516  ,positive       ,positive      ,joy         ,Topic 5       ,0.7912999987602234 ,"[['know', 16.36], ['say', 14.8], ['tell', 13.08], ['speak', 9.95], ['ah', 9.1], ['see', 8.46], ['man', 8.29], ['come', 7.5], ['thing', 6.63], ['yes', 5.83]]"
Aeschylus ,Agamemnon,52             ,Herald                ,"How so?  Teach me, and I shall master what you say."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.0     ,positive       ,positive      ,neutral     ,Topic 2       ,0.4050000011920929 ,"[['one', 15.19], ['ship', 12.26], ['child', 11.74], ['came', 9.95], ['odysseus', 9.18], ['head', 9.08], ['son', 9.08], ['sea', 8.28], ['horse', 7.64], ['ajax', 7.62]]"
Aeschylus ,Agamemnon,53             ,Chorus                ,You were smitten with desire for those who returned your love.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.7845  ,positive       ,positive      ,joy         ,Topic 4       ,0.8330000042915344 ,"[['god', 20.91], ['zeus', 15.33], ['like', 9.56], ['land', 8.45], ['cry', 8.26], ['mother', 7.79], ['lord', 7.79], ['earth', 7.68], ['woman', 7.19], ['come', 7.04]]"
Aeschylus ,Agamemnon,54             ,Herald                ,Do you mean that our land longed for the longing host?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,-0.0258 ,negative       ,negative      ,neutral     ,Topic 6       ,0.6671000123023987 ,"[['may', 13.25], ['god', 12.32], ['son', 10.52], ['one', 10.25], ['man', 10.09], ['come', 9.71], ['father', 9.03], ['men', 8.57], ['must', 8.4], ['land', 7.85]]"
Aeschylus ,Agamemnon,55             ,Chorus                ,"Longed so, that often from a darkly brooding spirit I have sighed."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.2023  ,positive       ,negative      ,sadness     ,Topic 5       ,0.8799999952316284 ,"[['know', 16.36], ['say', 14.8], ['tell', 13.08], ['speak', 9.95], ['ah', 9.1], ['see', 8.46], ['man', 8.29], ['come', 7.5], ['thing', 6.63], ['yes', 5.83]]"
Aeschylus ,Agamemnon,56             ,Herald                ,Where did this gloom of melancholy upon your spirit come from?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,-0.7543 ,negative       ,negative      ,sadness     ,Topic 1       ,0.8604000210762024 ,"[['man', 15.42], ['father', 12.72], ['come', 10.84], ['one', 10.72], ['would', 10.5], ['god', 8.97], ['word', 8.61], ['let', 7.74], ['know', 7.45], ['may', 7.03]]"
Aeschylus ,Agamemnon,57             ,Chorus                ,Long since have I found silence an antidote to harm.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,-0.5423 ,negative       ,negative      ,fear        ,Topic 5       ,0.8804000020027161 ,"[['know', 16.36], ['say', 14.8], ['tell', 13.08], ['speak', 9.95], ['ah', 9.1], ['see', 8.46], ['man', 8.29], ['come', 7.5], ['thing', 6.63], ['yes', 5.83]]"
Aeschylus ,Agamemnon,58             ,Herald                ,How so?  Did you fear anyone when our princes were gone?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,-0.5891 ,negative       ,negative      ,fear        ,Topic 2       ,0.8320000171661377 ,"[['one', 15.19], ['ship', 12.26], ['child', 11.74], ['came', 9.95], ['odysseus', 9.18], ['head', 9.08], ['son', 9.08], ['sea', 8.28], ['horse', 7.64], ['ajax', 7.62]]"
